,Pub Date,Headline+abstract,predicted
2913,2020-08-14,How Apple’s 30% App Store Cut Became a Boon and a Headache : App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice.,0.0
2914,2020-08-19,"Apple Reaches $2 Trillion, Punctuating Big Tech’s Grip : Apple is the first U.S. company to hit that value, a staggering ascent that began in the pandemic.",2.0
2912,2020-08-20,Apple’s Trillions : The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2.0
2927,2020-08-21,Stocks Are Soaring. So Is Misery. : Optimism about Apple’s future profits won’t pay this month’s rent.,0.0
2922,2020-08-25,"To Fight Apple and Google’s Grip, Fortnite Creator Mounts a Crusade : Tim Sweeney, chief executive of Epic Games, the maker of Fortnite, has railed against tech power. “The market is out of control,” he said.",0.0
2925,2020-08-25,"The creator of Fortnite is taking on Big Tech. : On Monday, a judge in the U.S. District Court of Northern California heard arguments about whether to grant Epic Games, the creator of the wildly popular video game Fortnite, a restraining order against Apple. Epic sought the order last week after Apple cut off its support for an Epic software development tool, Unreal Engine, an action that Tim Sweeney, chief executive of Epic, called an “existential threat” to Epic’s $17 billion business.",0.0
2924,2020-08-26,"Theater to Stream: A World of Fringe and More Apples : Festivals from Sydney and Edinburgh move online, and Richard Nelson mixes in another of his theatrical franchises to conclude a Zoom trilogy.",1.0
2921,2020-08-31,Apple’s App War Needs Peace : Changes to Apple’s app store could make developers’ lives — and our smartphones — better.,2.0
2931,2020-09-01,"Apple and Google to Make It Easier to Opt In to Virus Tracing : The tech giants said states could soon send notices directly to smartphones asking people to opt in to the technology, which helps trace the coronavirus.",1.0
2939,2020-09-02,Apple and Google are making it easier to opt in to virus tracing. : Several state governments may soon send residents an alert asking them to turn on “exposure notifications.”,1.0
2949,2020-09-11,Review: A Family Gropes for Words in ‘Incidental Moments’ : Richard Nelson’s profound conclusion to his Zoom-format trilogy about the Apple siblings examines the perils of conversation in 2020.,1.0
2944,2020-09-12,"Simeon Coxe, Whose Silver Apples Presaged Synth-Pop, Dies at 82 : In the late 1960s, playing a homemade electronic instrument, he created “the mating call between a jackhammer and a Veg-O-Matic.”",1.0
2941,2020-09-15,"Apple Watch Is a Private Road : With newer technologies, we risk losing the open highways that have defined our digital lives.",1.0
2950,2020-09-16,"Why Your iPhone Has So Many New Privacy Alerts in iOS 14 : Apple’s iOS 14 brings some big changes, and included in those changes are a variety of new privacy controls. Once you update your iPhone, it will ask for new permissions, possibly for several days. Here’s what they mean. Privacy information for apps in the App Store  As of December 14, 2020, apps in Apple’s...",1.0
2945,2020-09-17,"The New Apple Watch Measures Your Blood Oxygen. Now What? : Blood oxygen readings can be a useful indicator of wellness, but context is important — and so is medical advice from a doctor.",1.0
2942,2020-09-17,"Fall’s Here. Can We Still Go Apple Picking? : Wandering through corn mazes, picking pumpkins and visits to wineries and haunted houses are still on the calendar, but social distancing and face masks are part of the plan.",1.0
2943,2020-09-18,"A Governor Bestowed Apples on Wildfire Victims. The Maggots Were Unintended. : Gov. Jay Inslee apologized for transporting the pest to maggot-free counties in Washington, which produces about 70 percent of the nation’s apples. After the discovery, the hunt was on.",0.0
2959,2020-09-21,"What to Cook Right Now : It’s fall, and that means smothered chicken, pork chops and all the apple desserts.",1.0
2952,2020-09-24,"To Fight Apple and Google, Smaller App Rivals Organize a Coalition : Spotify, Match Group, Epic Games and others have created a nonprofit alliance that they hope will amplify a protest against the power of the giants.",1.0
2953,2020-09-25,"What Apple’s Fortnite Fee Battle Is Really About : Apple and Google have a virtual monopoly on distributing mobile apps, and that’s bad for competition.",0.0
2951,2020-09-28,"Apple and Epic Games Spar Over Returning Fortnite to the App Store : The two companies argued in federal court over Apple’s power over apps, as their fight heads to trial next year.",1.0
2970,2020-10-06,"Big Tech Was Their Enemy, Until Partisanship Fractured the Battle Plans : A House report on how to limit the reach of Apple, Amazon, Google and Facebook has been delayed as Democrats and Republicans split on remedies.",1.0
2962,2020-10-06,"12 Accusations in the Damning House Report on Amazon, Apple, Facebook and Google : Lawmakers said they found multiple problems with each of the four giant tech companies.",0.0
2966,2020-10-06,"House Lawmakers Condemn Big Tech’s ‘Monopoly Power’ and Urge Their Breakups : In a report led by Democrats, lawmakers said Apple, Amazon, Google and Facebook needed to be checked and recommended they be restructured and that antitrust laws be reformed.",0.0
2968,2020-10-06,"Pumpkin Picking Is a Popular Pandemic Pick-Me-Up : Strawberry fields, apple orchards and pumpkin patches have seen high volumes of visitors, most of whom have been on their best behavior.",1.0
2963,2020-10-08,"Microsoft Says App Stores Should Be More Competitive : The company added a powerful voice to a raging debate, much of it focused on Apple, about how tech companies should manage their app stores.",1.0
2961,2020-10-09,"Apple Does Not Need to Return Fortnite to App Store, Judge Rules : Fortnite’s parent company, Epic Games, had broken its contract with Apple, a federal judge found. The case goes to trial next year.",0.0
2964,2020-10-09,"‘Tehran’ Is the Latest Israeli Thriller, Emphasis on Thrills : The unabashedly entertaining Apple TV+ series, which follows a young female operative in Iran, is a departure from the gritty, manly espionage dramas Israel is known for, like “Fauda.”",1.0
2973,2020-10-13,"Manhattan Emptied Out During the Pandemic. But Big Tech Is Moving In. : The four companies known as Big Tech — Amazon, Apple, Facebook and Google — now have more than 22,000 employees in the city, with thousands added just this year.",2.0
2978,2020-10-13,Apple Unveils a Smaller HomePod : The company’s smart speaker product has not been as successful as Amazon Echo and Google Home.,0.0
2980,2020-10-13,What You Need to Know About 5G Smartphones : The newest iPhones are expected to run on next-generation 5G cellular networks. Let’s get real about what that means.,1.0
2979,2020-10-16,"News Quiz: Vaccine Trials, BTS, Apple : Did you follow the headlines this week?",1.0
2971,2020-10-20,"Apple iPhone 12 Review: Superfast Speed, if You Can Find It : The new iPhone has an improved design, but it’s undermined by the wireless industry’s messy rollout of ultrafast 5G networks.",0.0
2982,2020-10-25,"Apple, Google and a Deal That Controls the Internet : In a landmark antitrust complaint, the Justice Department is targeting a secretive partnership that is worth billions of dollars to both companies.",1.0
2981,2020-10-27,"Jon Stewart Returns to Spotlight With a Series for Apple TV+ : On his new program, the former “Daily Show” host will “explore topics that are currently part of the national conversation and his advocacy work,” Apple said.",1.0
2983,2020-10-29,"Big Tech Continues Its Surge Ahead of the Rest of the Economy : Amazon, Apple, Facebook and Alphabet reported the latest in a string of enormous quarterly profits on Thursday.",2.0
2999,2020-11-02,"COVID Contact Tracing Apps Are Far From Perfect : Back in April, Apple and Google made waves with the announcement of their “contact tracing technology,” which would leverage smartphones to alert people if they had come into contact with someone who would later test positive for COVID-19. Apps are now trickling out piecemeal across states, cities, and colleges. Some apps are using Apple and...",1.0
2992,2020-11-06,"The Right Apple Pie for a Pandemic Thanksgiving : From choosing the apples to shaping the dough, Genevieve Ko finds ways to modernize this comforting classic.",1.0
2997,2020-11-08,"What to Cook This Week : Make Genevieve Ko’s apple pie, full of as many different apple varieties as you can manage.",1.0
2993,2020-11-09,Apple Puts Key Contractor on Probation Over Labor Abuses in China : The technology giant said it had suspended future business with the iPhone assembler Pegatron pending corrective actions. The Taiwanese manufacturer broke rules limiting student employee work hours.,0.0
2991,2020-11-10,"Apple Introduces New Macs With the First Apple Chips : Apple unveiled three new Mac computers that use processors the company created itself, ending its reliance on Intel.",2.0
3008,2020-11-11,"School Lunch Program Supplier Sold Juice With High Arsenic Levels, U.S. Says in Lawsuit : F.D.A. inspectors also said that the supplier, Valley Processing of Sunnyside, Wash., used rotting or moldy apples and pears, in addition to expired concentrate, to make juice.",0.0
3001,2020-11-18,"Apple Halves Its App Store Fee for the Smaller Companies : App makers bridled at the 30 percent commission, which has drawn scrutiny from regulators looking into antitrust claims.",0.0
3007,2020-11-18,Apple will pay $113 million to settle states’ investigation into battery throttling. : Apple agreed on Wednesday to pay $113 million to settle an investigation by more than 30 states into its past practice of secretly slowing down older iPhones to preserve their battery life.,0.0
3002,2020-11-19,"Apple, After Outcry, Makes ‘Peanuts’ Holiday Specials Available on PBS : The tech giant, which recently gained exclusive rights to the widely beloved “Peanuts” specials, said they would air on public airwaves again this year.",2.0
